Epoch,Iteration,Time,Loss,LossEpoch,ValidLossEpoch,Alpha,AlphaEpoch,Beta
0,0,0,2.3067808151245117,2.3067808151245117,2.2927213745117188,1e-05,1e-05,1e-05
1,2,0.028433561325073242,2.298269271850586,nan,nan,1e-05,nan,1e-05
1,3,0.05307745933532715,2.2960145473480225,nan,nan,1e-05,nan,1e-05
1,4,0.07960748672485352,2.295943260192871,nan,nan,1e-05,nan,1e-05
1,5,0.10382843017578125,2.2860167026519775,nan,nan,1e-05,nan,1e-05
1,6,0.12973690032958984,2.283644199371338,nan,nan,1e-05,nan,1e-05
1,7,0.1560373306274414,2.2780702114105225,nan,nan,1e-05,nan,1e-05
1,8,0.18027043342590332,2.2744789123535156,nan,nan,1e-05,nan,1e-05
1,9,0.20523595809936523,2.2659060955047607,nan,nan,1e-05,nan,1e-05
1,10,0.2311108112335205,2.2596681118011475,nan,nan,1e-05,nan,1e-05
1,11,0.25672221183776855,2.258556365966797,nan,nan,1e-05,nan,1e-05
1,12,0.2832911014556885,2.2682816982269287,nan,nan,1e-05,nan,1e-05
1,13,0.30922865867614746,2.2605490684509277,nan,nan,1e-05,nan,1e-05
1,14,0.33527040481567383,2.2522215843200684,nan,nan,1e-05,nan,1e-05
1,15,0.36206912994384766,2.2416276931762695,nan,nan,1e-05,nan,1e-05
1,16,0.3871293067932129,2.244752883911133,nan,nan,1e-05,nan,1e-05
1,17,0.4406757354736328,2.2327072620391846,nan,nan,1e-05,nan,1e-05
1,18,0.49114155769348145,2.2404141426086426,nan,nan,1e-05,nan,1e-05
1,19,0.5407283306121826,2.2289865016937256,nan,nan,1e-05,nan,1e-05
1,20,0.5899314880371094,2.219350814819336,nan,nan,1e-05,nan,1e-05
1,21,0.6400637626647949,2.2182953357696533,nan,nan,1e-05,nan,1e-05
1,22,0.6952450275421143,2.217305898666382,nan,nan,1e-05,nan,1e-05
1,23,0.7283182144165039,2.2038488388061523,nan,nan,1e-05,nan,1e-05
1,24,0.7623908519744873,2.214324474334717,nan,nan,1e-05,nan,1e-05
1,25,0.7931413650512695,2.19754695892334,nan,nan,1e-05,nan,1e-05
1,26,0.823875904083252,2.200117588043213,nan,nan,1e-05,nan,1e-05
1,27,0.8577260971069336,2.1829802989959717,nan,nan,1e-05,nan,1e-05
1,28,0.8884844779968262,2.1936557292938232,nan,nan,1e-05,nan,1e-05
1,29,0.9206593036651611,2.1820619106292725,nan,nan,1e-05,nan,1e-05
1,30,0.9533545970916748,2.182910919189453,nan,nan,1e-05,nan,1e-05
1,31,0.9864335060119629,2.1826305389404297,nan,nan,1e-05,nan,1e-05
1,32,1.0212926864624023,2.171294927597046,nan,nan,1e-05,nan,1e-05
1,33,1.051978588104248,2.1792967319488525,nan,nan,1e-05,nan,1e-05
1,34,1.085749864578247,2.1629960536956787,nan,nan,1e-05,nan,1e-05
1,35,1.1183350086212158,2.161186933517456,nan,nan,1e-05,nan,1e-05
