Epoch,Iteration,Time,Loss,LossEpoch,ValidLossEpoch,Alpha,AlphaEpoch,Beta
0,0,0,2.2230894565582275,2.2230894565582275,2.3226714935302732,0.001,0.001,1e-05
1,2,0.022452116012573242,2.376302480697632,nan,nan,0.001,nan,1e-05
1,3,0.04667830467224121,2.231167793273926,nan,nan,0.001,nan,1e-05
1,4,0.07076859474182129,2.1193885803222656,nan,nan,0.001,nan,1e-05
1,5,0.09500312805175781,2.101119041442871,nan,nan,0.001,nan,1e-05
1,6,0.11875629425048828,2.209071397781372,nan,nan,0.001,nan,1e-05
1,7,0.1424708366394043,2.109639883041382,nan,nan,0.001,nan,1e-05
1,8,0.16608190536499023,2.0832459926605225,nan,nan,0.001,nan,1e-05
1,9,0.19019651412963867,2.0123116970062256,nan,nan,0.001,nan,1e-05
1,10,0.21626019477844238,1.8155714273452759,nan,nan,0.001,nan,1e-05
1,11,0.24578309059143066,1.8221617937088013,nan,nan,0.001,nan,1e-05
1,12,0.2705564498901367,1.7285529375076294,nan,nan,0.001,nan,1e-05
1,13,0.2944958209991455,1.7199454307556152,nan,nan,0.001,nan,1e-05
1,14,0.31832075119018555,1.5820181369781494,nan,nan,0.001,nan,1e-05
1,15,0.3421940803527832,1.5458966493606567,nan,nan,0.001,nan,1e-05
1,16,0.36608076095581055,1.5603066682815552,nan,nan,0.001,nan,1e-05
1,17,0.3943347930908203,1.565104603767395,nan,nan,0.001,nan,1e-05
1,18,0.4180757999420166,1.3952347040176392,nan,nan,0.001,nan,1e-05
1,19,0.44158196449279785,1.4376637935638428,nan,nan,0.001,nan,1e-05
1,20,0.46608400344848633,1.438894510269165,nan,nan,0.001,nan,1e-05
1,21,0.48920321464538574,1.3402396440505981,nan,nan,0.001,nan,1e-05
1,22,0.5131282806396484,1.252207636833191,nan,nan,0.001,nan,1e-05
1,23,0.536541223526001,1.276135802268982,nan,nan,0.001,nan,1e-05
1,24,0.5605044364929199,1.1826822757720947,nan,nan,0.001,nan,1e-05
1,25,0.5839576721191406,1.2420846223831177,nan,nan,0.001,nan,1e-05
1,26,0.6079168319702148,1.1526564359664917,nan,nan,0.001,nan,1e-05
1,27,0.6311478614807129,1.083046317100525,nan,nan,0.001,nan,1e-05
1,28,0.6549179553985596,1.1749588251113892,nan,nan,0.001,nan,1e-05
1,29,0.677006721496582,1.1019809246063232,nan,nan,0.001,nan,1e-05
1,30,0.7007157802581787,1.0349644422531128,nan,nan,0.001,nan,1e-05
1,31,0.7237730026245117,1.0410462617874146,nan,nan,0.001,nan,1e-05
1,32,0.7473642826080322,1.0661309957504272,nan,nan,0.001,nan,1e-05
1,33,0.7700188159942627,1.0158501863479614,nan,nan,0.001,nan,1e-05
1,34,0.7939634323120117,0.9950363636016846,nan,nan,0.001,nan,1e-05
1,35,0.8168141841888428,0.9568712711334229,nan,nan,0.001,nan,1e-05
1,36,0.8407704830169678,0.9341405630111694,nan,nan,0.001,nan,1e-05
1,37,0.8637239933013916,0.8281811475753784,nan,nan,0.001,nan,1e-05
1,38,0.8852705955505371,0.7891566753387451,nan,nan,0.001,nan,1e-05
1,39,0.9067814350128174,0.9495834708213806,nan,nan,0.001,nan,1e-05
1,40,0.928276777267456,0.8065457344055176,nan,nan,0.001,nan,1e-05
1,41,0.9520692825317383,0.9251251816749573,nan,nan,0.001,nan,1e-05
1,42,0.9741270542144775,0.7884163856506348,nan,nan,0.001,nan,1e-05
1,43,0.9979307651519775,0.7591559290885925,nan,nan,0.001,nan,1e-05
1,44,1.0196318626403809,0.8120650053024292,nan,nan,0.001,nan,1e-05
1,45,1.04319167137146,0.7034239172935486,nan,nan,0.001,nan,1e-05
1,46,1.0659615993499756,0.8075297474861145,nan,nan,0.001,nan,1e-05
1,47,1.09318208694458,0.748881459236145,nan,nan,0.001,nan,1e-05
1,48,1.2764391899108887,0.7482380270957947,1.3270198461857248,0.8577469024658203,0.001,0.0010000000000000007,1e-05
2,49,1.297926425933838,0.7581595182418823,nan,nan,0.001,nan,1e-05
2,50,1.3226075172424316,0.7234898805618286,nan,nan,0.001,nan,1e-05
2,51,1.345945119857788,0.7343246936798096,nan,nan,0.001,nan,1e-05
2,52,1.3698737621307373,0.6936786770820618,nan,nan,0.001,nan,1e-05
2,53,1.3929557800292969,0.7233129739761353,nan,nan,0.001,nan,1e-05
2,54,1.416616439819336,0.7340381741523743,nan,nan,0.001,nan,1e-05
2,55,1.4400653839111328,0.71187824010849,nan,nan,0.001,nan,1e-05
