Epoch,Iteration,Time,Loss,LossEpoch,ValidLossEpoch,Alpha,AlphaEpoch,Beta
0,0,0,2.3067805767059326,2.3067805767059326,2.2927213439941405,0.01,0.01,0.1
1,2,0.03270745277404785,2.298269271850586,nan,nan,0.01,nan,0.1
1,3,0.06700491905212402,2.294168472290039,nan,nan,0.01,nan,0.1
1,4,0.10162138938903809,2.29258394241333,nan,nan,0.01,nan,0.1
1,5,0.13406848907470703,2.2803428173065186,nan,nan,0.01,nan,0.1
1,6,0.17534208297729492,2.2756145000457764,nan,nan,0.01,nan,0.1
1,7,0.2078399658203125,2.2699732780456543,nan,nan,0.01,nan,0.1
1,8,0.24013066291809082,2.266472578048706,nan,nan,0.01,nan,0.1
1,9,0.27248716354370117,2.25252366065979,nan,nan,0.01,nan,0.1
1,10,0.30521297454833984,2.2461397647857666,nan,nan,0.01,nan,0.1
1,11,0.33776116371154785,2.2414283752441406,nan,nan,0.01,nan,0.1
1,12,0.3698697090148926,2.251901388168335,nan,nan,0.01,nan,0.1
1,13,0.4026069641113281,2.242006540298462,nan,nan,0.01,nan,0.1
1,14,0.43457818031311035,2.2318570613861084,nan,nan,0.01,nan,0.1
1,15,0.4665815830230713,2.2183985710144043,nan,nan,0.01,nan,0.1
1,16,0.499298095703125,2.2220029830932617,nan,nan,0.01,nan,0.1
1,17,0.5311746597290039,2.2029333114624023,nan,nan,0.01,nan,0.1
1,18,0.5618937015533447,2.2141530513763428,nan,nan,0.01,nan,0.1
1,19,0.594681978225708,2.195467710494995,nan,nan,0.01,nan,0.1
1,20,0.6271944046020508,2.183583974838257,nan,nan,0.01,nan,0.1
1,21,0.6594023704528809,2.1786859035491943,nan,nan,0.01,nan,0.1
1,22,0.6907031536102295,2.1812779903411865,nan,nan,0.01,nan,0.1
1,23,0.7231237888336182,2.158879280090332,nan,nan,0.01,nan,0.1
1,24,0.755303144454956,2.1688499450683594,nan,nan,0.01,nan,0.1
1,25,0.7863507270812988,2.1507039070129395,nan,nan,0.01,nan,0.1
1,26,0.8189239501953125,2.153162717819214,nan,nan,0.01,nan,0.1
1,27,0.8511888980865479,2.123129367828369,nan,nan,0.01,nan,0.1
1,28,0.8833246231079102,2.1443371772766113,nan,nan,0.01,nan,0.1
1,29,0.9143524169921875,2.1249330043792725,nan,nan,0.01,nan,0.1
1,30,0.9464025497436523,2.1221225261688232,nan,nan,0.01,nan,0.1
1,31,0.9781796932220459,2.1293365955352783,nan,nan,0.01,nan,0.1
1,32,1.0100502967834473,2.1150035858154297,nan,nan,0.01,nan,0.1
1,33,1.0420680046081543,2.108701705932617,nan,nan,0.01,nan,0.1
1,34,1.0738179683685303,2.09847354888916,nan,nan,0.01,nan,0.1
1,35,1.1060376167297363,2.088653326034546,nan,nan,0.01,nan,0.1
1,36,1.1386754512786865,2.056804656982422,nan,nan,0.01,nan,0.1
1,37,1.1705446243286133,2.065859079360962,nan,nan,0.01,nan,0.1
1,38,1.2028899192810059,2.046252727508545,nan,nan,0.01,nan,0.1
1,39,1.235337734222412,2.0720415115356445,nan,nan,0.01,nan,0.1
1,40,1.2677147388458252,2.0594077110290527,nan,nan,0.01,nan,0.1
1,41,1.2999837398529053,2.0524628162384033,nan,nan,0.01,nan,0.1
1,42,1.3322257995605469,2.070080280303955,nan,nan,0.01,nan,0.1
1,43,1.3646445274353027,2.046103000640869,nan,nan,0.01,nan,0.1
1,44,1.3972294330596924,2.0146522521972656,nan,nan,0.01,nan,0.1
1,45,1.429373025894165,2.0365543365478516,nan,nan,0.01,nan,0.1
1,46,1.4613420963287354,2.004657745361328,nan,nan,0.01,nan,0.1
1,47,1.4940640926361084,2.0226268768310547,nan,nan,0.01,nan,0.1
1,48,1.7071528434753418,1.9839346408843994,2.154415095106084,2.0214036712646486,0.01,0.010000000000000005,0.1
2,49,1.7373740673065186,1.9759635925292969,nan,nan,0.01,nan,0.1
2,50,1.7710070610046387,1.9460862874984741,nan,nan,0.01,nan,0.1
2,51,1.803741693496704,1.975347638130188,nan,nan,0.01,nan,0.1
2,52,1.8359553813934326,1.9815785884857178,nan,nan,0.01,nan,0.1
2,53,1.8686676025390625,1.9562698602676392,nan,nan,0.01,nan,0.1
2,54,1.9013445377349854,1.955085039138794,nan,nan,0.01,nan,0.1
2,55,1.9336135387420654,1.9206923246383667,nan,nan,0.01,nan,0.1
2,56,1.9657883644104004,1.925795316696167,nan,nan,0.01,nan,0.1
2,57,1.998166799545288,1.9186880588531494,nan,nan,0.01,nan,0.1
2,58,2.0304744243621826,1.9251196384429932,nan,nan,0.01,nan,0.1
2,59,2.0628294944763184,1.9098362922668457,nan,nan,0.01,nan,0.1
2,60,2.095067262649536,1.8870909214019775,nan,nan,0.01,nan,0.1
2,61,2.1274168491363525,1.884484887123108,nan,nan,0.01,nan,0.1
2,62,2.1629576683044434,1.8727567195892334,nan,nan,0.01,nan,0.1
