Epoch,Iteration,Time,Loss,LossEpoch,ValidLossEpoch,Alpha,AlphaEpoch,Beta
0,0,0,2.3067805767059326,2.3067805767059326,2.2927213439941405,0.001,0.001,0.0001
1,2,0.04147148132324219,2.298269271850586,nan,nan,0.0010,nan,0.0001
1,3,0.0805046558380127,2.299011468887329,nan,nan,0.0011,nan,0.0001
1,4,0.1179037094116211,2.300750494003296,nan,nan,0.0013,nan,0.0001
1,5,0.15162205696105957,2.293295383453369,nan,nan,0.0015,nan,0.0001
1,6,0.18564915657043457,2.290908098220825,nan,nan,0.0017,nan,0.0001
1,7,0.22007441520690918,2.284398078918457,nan,nan,0.0020,nan,0.0001
1,8,0.2548055648803711,2.280927896499634,nan,nan,0.0023,nan,0.0001
1,9,0.2897474765777588,2.2660484313964844,nan,nan,0.0026,nan,0.0001
1,10,0.32509684562683105,2.2565526962280273,nan,nan,0.0030,nan,0.0001
1,11,0.3599705696105957,2.246060371398926,nan,nan,0.0034,nan,0.0001
1,12,0.3946726322174072,2.249248743057251,nan,nan,0.0037,nan,0.0001
1,13,0.4299607276916504,2.23032283782959,nan,nan,0.0042,nan,0.0001
1,14,0.46450185775756836,2.2055227756500244,nan,nan,0.0046,nan,0.0001
1,15,0.5030889511108398,2.176913261413574,nan,nan,0.0050,nan,0.0001
1,16,0.5376858711242676,2.1640572547912598,nan,nan,0.0055,nan,0.0001
1,17,0.5723059177398682,2.120959997177124,nan,nan,0.0060,nan,0.0001
1,18,0.6068599224090576,2.1182925701141357,nan,nan,0.0064,nan,0.0001
1,19,0.6441292762756348,2.0596201419830322,nan,nan,0.0070,nan,0.0001
1,20,0.6783432960510254,2.0117385387420654,nan,nan,0.0075,nan,0.0001
1,21,0.7124063968658447,1.96920907497406,nan,nan,0.0082,nan,0.0001
1,22,0.7467265129089355,1.9504904747009277,nan,nan,0.0087,nan,0.0001
1,23,0.7814693450927734,1.8584226369857788,nan,nan,0.0094,nan,0.0001
1,24,0.81612229347229,1.823458194732666,nan,nan,0.0100,nan,0.0001
1,25,0.8505089282989502,1.7349350452423096,nan,nan,0.0107,nan,0.0001
1,26,0.8857142925262451,1.7016702890396118,nan,nan,0.0113,nan,0.0001
1,27,0.921668291091919,1.5228928327560425,nan,nan,0.0121,nan,0.0001
1,28,0.9582071304321289,1.5571699142456055,nan,nan,0.0127,nan,0.0001
1,29,0.9943182468414307,1.42168390750885,nan,nan,0.0134,nan,0.0001
1,30,1.032034158706665,1.318759560585022,nan,nan,0.0141,nan,0.0001
1,31,1.066385269165039,1.209210753440857,nan,nan,0.0149,nan,0.0001
1,32,1.1026322841644287,1.208929419517517,nan,nan,0.0154,nan,0.0001
1,33,1.1367344856262207,1.0762382745742798,nan,nan,0.0159,nan,0.0001
1,34,1.170881986618042,0.9549397826194763,nan,nan,0.0164,nan,0.0001
1,35,1.204737901687622,0.7993656396865845,nan,nan,0.0168,nan,0.0001
1,36,1.239100694656372,0.7672217488288879,nan,nan,0.0172,nan,0.0001
