Epoch,Iteration,Time,Loss,LossEpoch,ValidLossEpoch,Alpha,AlphaEpoch,Beta
0,0,0,2.2976233959198,2.2976233959198,2.307150390625,1e-06,1e-06,0.1
1,2,0.04960894584655762,2.2957301139831543,nan,nan,1e-06,nan,0.1
1,3,0.09982609748840332,2.3092079162597656,nan,nan,1e-06,nan,0.1
1,4,0.144439697265625,2.302135944366455,nan,nan,1e-06,nan,0.1
1,5,0.1909313201904297,2.305826425552368,nan,nan,1e-06,nan,0.1
1,6,0.2359771728515625,2.307378053665161,nan,nan,1e-06,nan,0.1
1,7,0.2879159450531006,2.3069865703582764,nan,nan,1e-06,nan,0.1
1,8,0.3317396640777588,2.3225650787353516,nan,nan,1e-06,nan,0.1
1,9,0.37712526321411133,2.3060665130615234,nan,nan,1e-06,nan,0.1
1,10,0.42713189125061035,2.3087902069091797,nan,nan,1e-06,nan,0.1
1,11,0.47342586517333984,2.3135123252868652,nan,nan,1e-06,nan,0.1
1,12,0.5243446826934814,2.304199695587158,nan,nan,1e-06,nan,0.1
1,13,0.5735607147216797,2.307762622833252,nan,nan,1e-06,nan,0.1
1,14,0.6221184730529785,2.3270792961120605,nan,nan,1e-06,nan,0.1
1,15,0.6700093746185303,2.301145553588867,nan,nan,1e-06,nan,0.1
1,16,0.7222011089324951,2.3033604621887207,nan,nan,1e-06,nan,0.1
1,17,0.7714309692382812,2.311760902404785,nan,nan,1e-06,nan,0.1
1,18,0.822307825088501,2.2803642749786377,nan,nan,1e-06,nan,0.1
1,19,0.8679497241973877,2.298692226409912,nan,nan,1e-06,nan,0.1
1,20,0.9166703224182129,2.303316593170166,nan,nan,1e-06,nan,0.1
1,21,0.9630022048950195,2.291506767272949,nan,nan,1e-06,nan,0.1
1,22,1.014481544494629,2.2973320484161377,nan,nan,1e-06,nan,0.1
1,23,1.0643072128295898,2.3059537410736084,nan,nan,1e-06,nan,0.1
1,24,1.116405725479126,2.294452667236328,nan,nan,1e-06,nan,0.1
1,25,1.165762186050415,2.304027557373047,nan,nan,1e-06,nan,0.1
1,26,1.216658353805542,2.317866802215576,nan,nan,1e-06,nan,0.1
1,27,1.2682161331176758,2.2827277183532715,nan,nan,1e-06,nan,0.1
1,28,1.3300511837005615,2.3055479526519775,nan,nan,1e-06,nan,0.1
1,29,1.3794989585876465,2.3058412075042725,nan,nan,1e-06,nan,0.1
1,30,1.4309632778167725,2.310845375061035,nan,nan,1e-06,nan,0.1
1,31,1.4794602394104004,2.301267147064209,nan,nan,1e-06,nan,0.1
