Epoch,Iteration,Time,Loss,LossEpoch,ValidLossEpoch,Alpha,AlphaEpoch,Beta
0,0,0,2.2976233959198,2.2976233959198,2.307150390625,1e-05,1e-05,1e-05
1,2,0.04702329635620117,2.2957301139831543,nan,nan,1e-05,nan,1e-05
1,3,0.0916740894317627,2.3092191219329834,nan,nan,1e-05,nan,1e-05
1,4,0.13703417778015137,2.302150011062622,nan,nan,1e-05,nan,1e-05
1,5,0.1895294189453125,2.30587100982666,nan,nan,1e-05,nan,1e-05
1,6,0.23516321182250977,2.307429075241089,nan,nan,1e-05,nan,1e-05
1,7,0.2815520763397217,2.30704402923584,nan,nan,1e-05,nan,1e-05
1,8,0.337662935256958,2.3226211071014404,nan,nan,1e-05,nan,1e-05
1,9,0.3871145248413086,2.3061623573303223,nan,nan,1e-05,nan,1e-05
1,10,0.43561387062072754,2.308894395828247,nan,nan,1e-05,nan,1e-05
1,11,0.48845720291137695,2.3136281967163086,nan,nan,1e-05,nan,1e-05
1,12,0.5409445762634277,2.304302215576172,nan,nan,1e-05,nan,1e-05
1,13,0.588707447052002,2.3078935146331787,nan,nan,1e-05,nan,1e-05
1,14,0.6431729793548584,2.3272483348846436,nan,nan,1e-05,nan,1e-05
1,15,0.6902382373809814,2.301316738128662,nan,nan,1e-05,nan,1e-05
1,16,0.7412052154541016,2.303539514541626,nan,nan,1e-05,nan,1e-05
1,17,0.7897820472717285,2.311953067779541,nan,nan,1e-05,nan,1e-05
1,18,0.8418543338775635,2.2805447578430176,nan,nan,1e-05,nan,1e-05
1,19,0.8902809619903564,2.2989022731781006,nan,nan,1e-05,nan,1e-05
1,20,0.9416160583496094,2.303487777709961,nan,nan,1e-05,nan,1e-05
1,21,0.9910309314727783,2.29174542427063,nan,nan,1e-05,nan,1e-05
1,22,1.0425019264221191,2.2975337505340576,nan,nan,1e-05,nan,1e-05
1,23,1.0940310955047607,2.3061935901641846,nan,nan,1e-05,nan,1e-05
1,24,1.1440927982330322,2.294710874557495,nan,nan,1e-05,nan,1e-05
1,25,1.2027137279510498,2.3043298721313477,nan,nan,1e-05,nan,1e-05
1,26,1.2540299892425537,2.3181874752044678,nan,nan,1e-05,nan,1e-05
1,27,1.3014957904815674,2.282989501953125,nan,nan,1e-05,nan,1e-05
1,28,1.3559505939483643,2.3058340549468994,nan,nan,1e-05,nan,1e-05
1,29,1.4046053886413574,2.3061370849609375,nan,nan,1e-05,nan,1e-05
1,30,1.4563536643981934,2.311194896697998,nan,nan,1e-05,nan,1e-05
1,31,1.5037806034088135,2.3015859127044678,nan,nan,1e-05,nan,1e-05
1,32,1.5531535148620605,2.3022167682647705,nan,nan,1e-05,nan,1e-05
1,33,1.6037428379058838,2.2949178218841553,nan,nan,1e-05,nan,1e-05
1,34,1.6548519134521484,2.3013219833374023,nan,nan,1e-05,nan,1e-05
1,35,1.7071905136108398,2.310009717941284,nan,nan,1e-05,nan,1e-05
1,36,1.7559404373168945,2.2954936027526855,nan,nan,1e-05,nan,1e-05
1,37,1.8062207698822021,2.3006694316864014,nan,nan,1e-05,nan,1e-05
1,38,1.8546464443206787,2.3087968826293945,nan,nan,1e-05,nan,1e-05
1,39,1.9068353176116943,2.308180093765259,nan,nan,1e-05,nan,1e-05
1,40,1.9584321975708008,2.311325788497925,nan,nan,1e-05,nan,1e-05
1,41,2.0066323280334473,2.3003592491149902,nan,nan,1e-05,nan,1e-05
1,42,2.058504819869995,2.311522960662842,nan,nan,1e-05,nan,1e-05
1,43,2.1094768047332764,2.319145441055298,nan,nan,1e-05,nan,1e-05
1,44,2.161473274230957,2.302640199661255,nan,nan,1e-05,nan,1e-05
1,45,2.2132976055145264,2.2990620136260986,nan,nan,1e-05,nan,1e-05
1,46,2.261214256286621,2.3102850914001465,nan,nan,1e-05,nan,1e-05
1,47,2.31315016746521,2.3024184703826904,nan,nan,1e-05,nan,1e-05
1,48,2.610142230987549,2.3016674518585205,2.3046470855144743,2.3084733428955078,1e-05,1.0000000000000013e-05,1e-05
2,49,2.653853416442871,2.306015729904175,nan,nan,1e-05,nan,1e-05
2,50,2.699120044708252,2.306722640991211,nan,nan,1e-05,nan,1e-05
2,51,2.7431771755218506,2.3029918670654297,nan,nan,1e-05,nan,1e-05
2,52,2.788418769836426,2.319957971572876,nan,nan,1e-05,nan,1e-05
2,53,2.838592052459717,2.2959957122802734,nan,nan,1e-05,nan,1e-05
2,54,2.8896307945251465,2.3139376640319824,nan,nan,1e-05,nan,1e-05
2,55,2.9365837574005127,2.31301212310791,nan,nan,1e-05,nan,1e-05
2,56,2.986175298690796,2.3006012439727783,nan,nan,1e-05,nan,1e-05
2,57,3.032614231109619,2.3023321628570557,nan,nan,1e-05,nan,1e-05
2,58,3.0820116996765137,2.3096439838409424,nan,nan,1e-05,nan,1e-05
2,59,3.128246784210205,2.3148951530456543,nan,nan,1e-05,nan,1e-05
2,60,3.1747872829437256,2.296647548675537,nan,nan,1e-05,nan,1e-05
2,61,3.224586009979248,2.3025286197662354,nan,nan,1e-05,nan,1e-05
2,62,3.2708053588867188,2.2984306812286377,nan,nan,1e-05,nan,1e-05
2,63,3.3225255012512207,2.306457281112671,nan,nan,1e-05,nan,1e-05
2,64,3.3780369758605957,2.310394525527954,nan,nan,1e-05,nan,1e-05
2,65,3.434875726699829,2.3153769969940186,nan,nan,1e-05,nan,1e-05
2,66,3.4868030548095703,2.2986338138580322,nan,nan,1e-05,nan,1e-05
2,67,3.5363755226135254,2.309124708175659,nan,nan,1e-05,nan,1e-05
2,68,3.5870249271392822,2.3242149353027344,nan,nan,1e-05,nan,1e-05
2,69,3.636028528213501,2.3013343811035156,nan,nan,1e-05,nan,1e-05
2,70,3.6900086402893066,2.308427333831787,nan,nan,1e-05,nan,1e-05
2,71,3.7382395267486572,2.2950515747070312,nan,nan,1e-05,nan,1e-05
2,72,3.7878944873809814,2.3081932067871094,nan,nan,1e-05,nan,1e-05
2,73,3.836116313934326,2.3120081424713135,nan,nan,1e-05,nan,1e-05
2,74,3.888030767440796,2.3103160858154297,nan,nan,1e-05,nan,1e-05
2,75,3.936128854751587,2.2945916652679443,nan,nan,1e-05,nan,1e-05
2,76,3.986412763595581,2.308852195739746,nan,nan,1e-05,nan,1e-05
2,77,4.035746812820435,2.2888433933258057,nan,nan,1e-05,nan,1e-05
2,78,4.087848663330078,2.2990493774414062,nan,nan,1e-05,nan,1e-05
2,79,4.1367576122283936,2.2996041774749756,nan,nan,1e-05,nan,1e-05
2,80,4.190454959869385,2.301326274871826,nan,nan,1e-05,nan,1e-05
2,81,4.239053964614868,2.3152785301208496,nan,nan,1e-05,nan,1e-05
2,82,4.290860414505005,2.2991371154785156,nan,nan,1e-05,nan,1e-05
2,83,4.340364933013916,2.304255247116089,nan,nan,1e-05,nan,1e-05
2,84,4.392209768295288,2.3057188987731934,nan,nan,1e-05,nan,1e-05
2,85,4.4412596225738525,2.3115394115448,nan,nan,1e-05,nan,1e-05
2,86,4.488084316253662,2.306316614151001,nan,nan,1e-05,nan,1e-05
2,87,4.536241292953491,2.289079189300537,nan,nan,1e-05,nan,1e-05
2,88,4.582862138748169,2.3039498329162598,nan,nan,1e-05,nan,1e-05
2,89,4.632314920425415,2.3130147457122803,nan,nan,1e-05,nan,1e-05
2,90,4.679672479629517,2.301835060119629,nan,nan,1e-05,nan,1e-05
2,91,4.730358600616455,2.3070473670959473,nan,nan,1e-05,nan,1e-05
2,92,4.782598257064819,2.2904438972473145,nan,nan,1e-05,nan,1e-05
2,93,4.835671663284302,2.3050670623779297,nan,nan,1e-05,nan,1e-05
2,94,4.884266376495361,2.295337438583374,nan,nan,1e-05,nan,1e-05
2,95,5.173280239105225,2.314678192138672,2.305068335634597,2.3072941131591795,1e-05,1.0000000000000013e-05,1e-05
3,96,5.2197206020355225,2.2976763248443604,nan,nan,1e-05,nan,1e-05
3,97,5.269843339920044,2.31073260307312,nan,nan,1e-05,nan,1e-05
3,98,5.317057847976685,2.3126213550567627,nan,nan,1e-05,nan,1e-05
3,99,5.37103533744812,2.3037729263305664,nan,nan,1e-05,nan,1e-05
3,100,5.422593116760254,2.2996878623962402,nan,nan,1e-05,nan,1e-05
3,101,5.4747841358184814,2.306192636489868,nan,nan,1e-05,nan,1e-05
3,102,5.525111436843872,2.320934772491455,nan,nan,1e-05,nan,1e-05
3,103,5.577410697937012,2.3130855560302734,nan,nan,1e-05,nan,1e-05
3,104,5.62617301940918,2.293423652648926,nan,nan,1e-05,nan,1e-05
3,105,5.677619695663452,2.3035669326782227,nan,nan,1e-05,nan,1e-05
3,106,5.722730398178101,2.2979769706726074,nan,nan,1e-05,nan,1e-05
3,107,5.772724866867065,2.308563709259033,nan,nan,1e-05,nan,1e-05
3,108,5.822523593902588,2.3086907863616943,nan,nan,1e-05,nan,1e-05
3,109,5.870154142379761,2.304246664047241,nan,nan,1e-05,nan,1e-05
3,110,5.9197235107421875,2.3051528930664062,nan,nan,1e-05,nan,1e-05
3,111,5.967252969741821,2.2937352657318115,nan,nan,1e-05,nan,1e-05
3,112,6.019797325134277,2.3094403743743896,nan,nan,1e-05,nan,1e-05
3,113,6.069023132324219,2.301980495452881,nan,nan,1e-05,nan,1e-05
3,114,6.120105266571045,2.3051812648773193,nan,nan,1e-05,nan,1e-05
3,115,6.16535210609436,2.311328887939453,nan,nan,1e-05,nan,1e-05
3,116,6.215357542037964,2.298691987991333,nan,nan,1e-05,nan,1e-05
3,117,6.265965938568115,2.2972960472106934,nan,nan,1e-05,nan,1e-05
3,118,6.314988374710083,2.2982065677642822,nan,nan,1e-05,nan,1e-05
3,119,6.3673436641693115,2.3044795989990234,nan,nan,1e-05,nan,1e-05
3,120,6.417147636413574,2.316627025604248,nan,nan,1e-05,nan,1e-05
3,121,6.46779990196228,2.2981550693511963,nan,nan,1e-05,nan,1e-05
3,122,6.516542196273804,2.3167967796325684,nan,nan,1e-05,nan,1e-05
3,123,6.568457126617432,2.325408935546875,nan,nan,1e-05,nan,1e-05
3,124,6.616549015045166,2.3042151927948,nan,nan,1e-05,nan,1e-05
3,125,6.668564081192017,2.3058407306671143,nan,nan,1e-05,nan,1e-05
3,126,6.717635869979858,2.3111231327056885,nan,nan,1e-05,nan,1e-05
3,127,6.768541574478149,2.299466848373413,nan,nan,1e-05,nan,1e-05
3,128,6.8173627853393555,2.316408395767212,nan,nan,1e-05,nan,1e-05
3,129,6.869720935821533,2.309257984161377,nan,nan,1e-05,nan,1e-05
3,130,6.918131351470947,2.295010566711426,nan,nan,1e-05,nan,1e-05
3,131,6.970333576202393,2.3020761013031006,nan,nan,1e-05,nan,1e-05
3,132,7.017748594284058,2.2962543964385986,nan,nan,1e-05,nan,1e-05
3,133,7.070748329162598,2.3000569343566895,nan,nan,1e-05,nan,1e-05
3,134,7.120716571807861,2.3100271224975586,nan,nan,1e-05,nan,1e-05
3,135,7.171840667724609,2.3067421913146973,nan,nan,1e-05,nan,1e-05
3,136,7.2226948738098145,2.2997701168060303,nan,nan,1e-05,nan,1e-05
3,137,7.2713422775268555,2.305330514907837,nan,nan,1e-05,nan,1e-05
3,138,7.323194980621338,2.3085501194000244,nan,nan,1e-05,nan,1e-05
3,139,7.3788018226623535,2.2929294109344482,nan,nan,1e-05,nan,1e-05
3,140,7.431171655654907,2.30623722076416,nan,nan,1e-05,nan,1e-05
